station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
SBAN,2025-01-18 09:00,64.40,64.40,100.00,360.00,2.00,0.00,30.09,M,6.21,M,FEW,M,M,M,200.00,M,M,M,BCFG,M,M,M,M,M,M,64.40,SBAN 180900Z 36002KT 9999 2000W BCFG FEW002 18/18 Q1019,M
SBGR,2025-01-18 10:00,75.20,69.80,83.32,140.00,5.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,SBGR 181000Z 14005KT CAVOK 24/21 Q1017,M
SBAN,2025-01-18 10:00,66.20,66.20,100.00,120.00,4.00,0.00,30.12,M,0.75,M,BKN,M,M,M,100.00,M,M,M,BR PRFG,M,M,M,M,M,M,66.20,SBAN 181000Z 12004KT 1200 BR PRFG BKN001 19/19 Q1020,M
SBAN,2025-01-18 11:00,66.20,66.20,100.00,70.00,7.00,0.00,30.15,M,3.11,M,BKN,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,66.20,SBAN 181100Z 07007KT 5000 BR BKN002 19/19 Q1021,M
SBGR,2025-01-18 11:00,78.80,69.80,73.95,80.00,7.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,SBGR 181100Z 08007KT CAVOK 26/21 Q1017,M
SBAN,2025-01-18 12:00,69.80,68.00,94.01,20.00,4.00,0.00,30.15,M,6.21,M,SCT,SCT,M,M,500.00,1000.00,M,M,M,M,M,M,M,M,M,69.80,SBAN 181200Z 02004KT 9999 SCT005 SCT010 21/20 Q1021,M
SBGR,2025-01-18 12:00,86.00,68.00,55.04,330.00,13.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.41,SBGR 181200Z 33013KT CAVOK 30/20 Q1017,M
SBAN,2025-01-18 13:00,75.20,68.00,78.34,20.00,6.00,0.00,30.18,M,6.21,M,BKN,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,75.20,SBAN 181300Z 02006KT 9999 BKN015 24/20 Q1022,M
SBGR,2025-01-18 13:00,84.20,69.80,62.03,320.00,10.00,0.00,30.06,M,6.21,M,SCT,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,88.43,SBGR 181300Z 32010KT 9999 SCT035 29/21 Q1018,M
SBGR,2025-01-18 14:00,86.00,69.80,58.55,340.00,15.00,0.00,30.03,M,6.21,M,BKN,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,90.58,SBGR 181400Z 34015KT 9999 BKN035 30/21 Q1017,M
SBAN,2025-01-18 14:00,78.80,66.20,65.33,10.00,6.00,0.00,30.15,M,6.21,M,BKN,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,78.80,SBAN 181400Z 01006KT 9999 BKN020 26/19 Q1021,M
SBGR,2025-01-18 15:00,87.80,68.00,51.98,310.00,13.00,0.00,30.03,M,6.21,M,BKN,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,91.43,SBGR 181500Z 31013KT 9999 BKN040 31/20 Q1017,M
SBAN,2025-01-18 15:00,78.80,66.20,65.33,10.00,4.00,0.00,30.15,M,6.21,M,BKN,FEW,M,M,2500.00,3000.00,M,M,VCSH,M,M,M,M,M,M,78.80,SBAN 181500Z 01004KT 9999 VCSH BKN025 FEW030TCU 26/19 Q1021,M
SBAN,2025-01-18 16:00,73.40,64.40,73.44,40.00,13.00,0.00,30.12,M,6.21,23.00,FEW,SCT,FEW,M,1000.00,3000.00,3500.00,M,VCSH VCTS,M,M,M,M,M,M,73.40,SBAN 181600Z 04013G23KT 9999 VCSH VCTS FEW010 SCT030 FEW035CB 23/18 Q1020,M
SBGR,2025-01-18 16:00,91.40,68.00,46.41,320.00,14.00,0.00,30.00,M,6.21,M,BKN,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,95.55,SBGR 181600Z 32014KT 9999 BKN040 33/20 Q1016,M
SBGR,2025-01-18 17:00,89.60,64.40,43.34,330.00,12.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.23,SBGR 181700Z 33012KT CAVOK 32/18 Q1015,M
SBAN,2025-01-18 17:00,71.60,68.00,88.43,310.00,4.00,0.00,30.09,M,6.21,M,SCT,FEW,M,M,3500.00,4000.00,M,M,TS,M,M,M,M,M,M,71.60,SBAN 181700Z 31004KT 9999 TS SCT035 FEW040CB 22/20 Q1019,M
SBAN,2025-01-18 18:00,78.80,68.00,69.52,340.00,4.00,0.00,30.06,M,6.21,M,SCT,FEW,M,M,4000.00,4500.00,M,M,M,M,M,M,M,M,M,78.80,SBAN 181800Z 34004KT 9999 SCT040 FEW045TCU 26/20 Q1018 RETS,M
SBGR,2025-01-18 18:00,91.40,68.00,46.41,310.00,12.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,95.55,SBGR 181800Z 31012KT CAVOK 33/20 Q1015,M
SBAN,2025-01-18 19:00,80.60,68.00,65.54,310.00,4.00,0.00,30.06,M,6.21,M,SCT,FEW,M,M,4000.00,4500.00,M,M,M,M,M,M,M,M,M,83.29,SBAN 181900Z 31004KT 9999 SCT040 FEW045TCU 27/20 Q1018,M
SBGR,2025-01-18 19:00,89.60,64.40,43.34,310.00,11.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.23,SBGR 181900Z 31011KT CAVOK 32/18 Q1014,M
SBAN,2025-01-18 20:00,80.60,66.20,61.58,340.00,6.00,0.00,30.03,M,6.21,M,SCT,FEW,M,M,4000.00,4500.00,M,M,VCSH,M,M,M,M,M,M,82.75,SBAN 182000Z 34006KT 9999 VCSH SCT040 FEW045TCU 27/19 Q1017,M
SBGR,2025-01-18 20:00,84.20,68.00,58.32,280.00,12.00,0.00,29.94,M,6.21,M,SCT,FEW,M,M,4000.00,5000.00,M,M,VCSH,M,M,M,M,M,M,87.40,SBGR 182000Z 28012KT 9999 VCSH SCT040 FEW050TCU 29/20 Q1014,M
SBGR,2025-01-18 21:00,84.20,68.00,58.32,310.00,5.00,0.00,29.97,M,6.21,M,SCT,FEW,M,M,4000.00,5000.00,M,M,VCSH,M,M,M,M,M,M,87.40,SBGR 182100Z 31005KT 9999 VCSH SCT040 FEW050TCU 29/20 Q1015,M
SBAN,2025-01-18 21:00,73.40,66.20,78.19,180.00,4.00,0.00,30.03,M,6.21,M,FEW,FEW,M,M,4000.00,4500.00,M,M,VCSH,M,M,M,M,M,M,73.40,SBAN 182100Z 18004KT 9999 VCSH FEW040 FEW045TCU 23/19 Q1017 RETSRA,M
SBAN,2025-01-18 22:00,73.40,69.80,88.51,340.00,3.00,0.00,30.06,M,6.21,M,FEW,FEW,M,M,4000.00,4500.00,M,M,TS VCSH,M,M,M,M,M,M,73.40,SBAN 182200Z 34003KT 9999 TS VCSH FEW040 FEW045CB 23/21 Q1018,M
SBGR,2025-01-18 22:00,82.40,68.00,61.81,270.00,7.00,0.00,29.97,M,6.21,M,FEW,FEW,M,M,4000.00,5000.00,M,M,VCSH,M,M,M,M,M,M,85.38,SBGR 182200Z 27007KT 9999 VCSH FEW040 FEW050TCU 28/20 Q1015,M
SBAN,2025-01-18 22:06,71.60,68.00,88.43,20.00,7.00,0.00,30.06,M,6.21,17.00,FEW,SCT,FEW,M,1500.00,3500.00,4000.00,M,TS VCSH,M,M,M,M,M,M,71.60,SBAN 182206Z 02007G17KT 9999 TS VCSH FEW015 SCT035 FEW040CB 22/20 Q1018,M
SBGR,2025-01-18 23:00,80.60,69.80,69.71,110.00,6.00,0.00,29.97,M,6.21,M,FEW,FEW,M,M,4000.00,5000.00,M,M,VCTS,M,M,M,M,M,M,83.90,SBGR 182300Z 11006KT 9999 VCTS FEW040 FEW050CB 27/21 Q1015,M
SBAN,2025-01-18 23:00,69.80,69.80,100.00,320.00,2.00,0.00,30.06,M,6.21,M,FEW,SCT,FEW,M,1000.00,2000.00,2500.00,M,VCTS,M,M,M,M,M,M,69.80,SBAN 182300Z 32002KT 9999 VCTS FEW010 SCT020 FEW025CB 21/21 Q1018 RETSRA,M
SBAN,2025-01-19 00:00,68.00,68.00,100.00,330.00,2.00,0.00,30.09,M,6.21,M,FEW,SCT,FEW,M,1000.00,2000.00,2500.00,M,M,M,M,M,M,M,M,68.00,SBAN 190000Z 33002KT 9999 FEW010 SCT020 FEW025TCU 20/20 Q1019,M
SBGR,2025-01-19 00:00,77.00,69.80,78.48,80.00,5.00,0.00,30.00,M,6.21,M,FEW,FEW,M,M,4000.00,5000.00,M,M,VCTS,M,M,M,M,M,M,77.00,SBGR 190000Z 08005KT 9999 VCTS FEW040 FEW050CB 25/21 Q1016,M
SBAN,2025-01-19 01:00,68.00,68.00,100.00,330.00,2.00,0.00,30.12,M,6.21,M,FEW,SCT,M,M,1000.00,2000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 190100Z 33002KT 9999 FEW010 SCT020 20/20 Q1020,M
SBGR,2025-01-19 01:00,73.40,69.80,88.51,140.00,2.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,SBGR 190100Z 14002KT CAVOK 23/21 Q1017,M
SBGR,2025-01-19 02:00,75.20,69.80,83.32,80.00,8.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,SBGR 190200Z 08008KT CAVOK 24/21 Q1017,M
SBAN,2025-01-19 02:00,68.00,68.00,100.00,330.00,3.00,0.00,30.12,M,6.21,M,SCT,SCT,M,M,2000.00,10000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 190200Z 33003KT 9999 SCT020 SCT100 20/20 Q1020,M
SBGR,2025-01-19 03:00,75.20,69.80,83.32,90.00,4.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,SBGR 190300Z 09004KT CAVOK 24/21 Q1017,M
SBAN,2025-01-19 03:00,68.00,68.00,100.00,330.00,3.00,0.00,30.12,M,6.21,M,SCT,SCT,M,M,3500.00,10000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 190300Z 33003KT 9999 SCT035 SCT100 20/20 Q1020,M
SBGR,2025-01-19 04:00,73.40,69.80,88.51,80.00,7.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,SBGR 190400Z 08007KT CAVOK 23/21 Q1016,M
SBAN,2025-01-19 04:00,68.00,68.00,100.00,330.00,3.00,0.00,30.12,M,6.21,M,SCT,SCT,M,M,3000.00,10000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 190400Z 33003KT 9999 SCT030 SCT100 20/20 Q1020,M
SBGR,2025-01-19 05:00,71.60,69.80,94.06,80.00,6.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,SBGR 190500Z 08006KT CAVOK 22/21 Q1015,M
SBAN,2025-01-19 05:00,68.00,66.20,93.97,320.00,3.00,0.00,30.12,M,6.21,M,SCT,SCT,M,M,2500.00,10000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 190500Z 32003KT 9999 SCT025 SCT100 20/19 Q1020,M
SBGR,2025-01-19 06:00,71.60,69.80,94.06,80.00,5.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,SBGR 190600Z 08005KT CAVOK 22/21 Q1015,M
SBAN,2025-01-19 06:00,68.00,68.00,100.00,330.00,4.00,0.00,30.06,M,6.21,M,SCT,SCT,M,M,500.00,3500.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 190600Z 33004KT 300V360 9999 SCT005 SCT035 20/20 Q1018,M
SBAN,2025-01-19 07:00,68.00,68.00,100.00,310.00,3.00,0.00,30.06,M,2.49,M,BKN,SCT,M,M,400.00,3500.00,M,M,BR,M,M,M,M,M,M,68.00,COR SBAN 190700Z 31003KT 4000 BR BKN004 SCT035 20/20 Q1018,M
SBGR,2025-01-19 07:00,71.60,69.80,94.06,60.00,6.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,SBGR 190700Z 06006KT CAVOK 22/21 Q1015,M
SBAN,2025-01-19 08:00,68.00,68.00,100.00,320.00,4.00,0.00,30.06,M,0.06,M,VV ,M,M,M,400.00,M,M,M,FG,M,M,M,M,M,M,68.00,SBAN 190800Z 32004KT 290V360 0100 R06L/0700D R24R/0900N FG VV004 20/20 Q1018,M
SBGR,2025-01-19 08:00,69.80,68.00,94.01,70.00,5.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 190800Z 07005KT CAVOK 21/20 Q1015,M
SBAN,2025-01-19 09:00,66.20,66.20,100.00,320.00,4.00,0.00,30.06,M,6.21,M,FEW,BKN,FEW,M,300.00,3500.00,4000.00,M,M,M,M,M,M,M,M,66.20,SBAN 190900Z 32004KT 270V010 9999 FEW003 BKN035 FEW040TCU 19/19 Q1018,M
SBGR,2025-01-19 09:00,71.60,69.80,94.06,70.00,4.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,SBGR 190900Z 07004KT CAVOK 22/21 Q1015,M
SBAN,2025-01-19 10:00,68.00,68.00,100.00,310.00,3.00,0.00,30.09,M,6.21,M,SCT,BKN,FEW,M,300.00,3500.00,4000.00,M,M,M,M,M,M,M,M,68.00,SBAN 191000Z 31003KT 9999 4000NW SCT003 BKN035 FEW040TCU 20/20 Q1019,M
SBGR,2025-01-19 10:00,73.40,69.80,88.51,80.00,2.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,SBGR 191000Z 08002KT CAVOK 23/21 Q1016,M
SBAN,2025-01-19 11:00,69.80,66.20,88.34,330.00,7.00,0.00,30.12,M,6.21,M,SCT,M,M,M,400.00,M,M,M,M,M,M,M,M,M,M,69.80,SBAN 191100Z 33007KT 9999 SCT004 21/19 Q1020,M
SBGR,2025-01-19 11:00,78.80,69.80,73.95,60.00,5.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,SBGR 191100Z 06005KT CAVOK 26/21 Q1016,M
SBAN,2025-01-19 12:00,71.60,68.00,88.43,340.00,9.00,0.00,30.15,M,6.21,M,BKN,SCT,FEW,M,900.00,3000.00,3500.00,M,SHRA,M,M,M,M,M,M,71.60,SBAN 191200Z 34009KT 9999 SHRA BKN009 SCT030 FEW035TCU 22/20 Q1021,M
SBGR,2025-01-19 12:00,82.40,69.80,65.74,0.00,0.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.22,SBGR 191200Z 00000KT CAVOK 28/21 Q1016,M
SBAN,2025-01-19 13:00,62.60,62.60,100.00,360.00,7.00,0.00,30.18,M,1.86,M,BKN,SCT,FEW,BKN,900.00,3000.00,3500.00,10000.00,TSRA,M,M,M,M,M,M,62.60,SBAN 191300Z 36007KT 3000 TSRA BKN009 SCT030 FEW035CB BKN100 17/17 Q1022,M
SBGR,2025-01-19 13:00,87.80,68.00,51.98,330.00,5.00,0.00,30.00,M,6.21,M,SCT,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,91.43,SBGR 191300Z 33005KT 9999 SCT040 31/20 Q1016,M
SBAN,2025-01-19 14:00,64.40,64.40,100.00,340.00,6.00,0.00,30.15,M,4.97,M,SCT,SCT,FEW,BKN,900.00,3000.00,3500.00,10000.00,RA,M,M,M,M,M,M,64.40,SBAN 191400Z 34006KT 8000 RA SCT009 SCT030 FEW035TCU BKN100 18/18 Q1021 RETS,M
SBGR,2025-01-19 14:00,87.80,68.00,51.98,280.00,9.00,0.00,29.97,M,6.21,M,BKN,SCT,M,M,4000.00,10000.00,M,M,M,M,M,M,M,M,M,91.43,SBGR 191400Z 28009KT 9999 BKN040 SCT100 31/20 Q1015,M
SBAN,2025-01-19 15:00,68.00,68.00,100.00,360.00,7.00,0.00,30.15,M,6.21,M,FEW,FEW,SCT,M,900.00,3500.00,10000.00,M,M,M,M,M,M,M,M,68.00,SBAN 191500Z 36007KT 9999 FEW009 FEW035TCU SCT100 20/20 Q1021 RERA,M
SBGR,2025-01-19 15:00,87.80,68.00,51.98,280.00,14.00,0.00,29.97,M,6.21,M,BKN,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,91.43,SBGR 191500Z 28014KT 9999 BKN045 31/20 Q1015,M
SBAN,2025-01-19 16:00,75.20,66.20,73.61,230.00,4.00,0.00,30.09,M,6.21,M,FEW,FEW,SCT,M,3000.00,3500.00,10000.00,M,M,M,M,M,M,M,M,75.20,SBAN 191600Z 23004KT 9999 FEW030 FEW035TCU SCT100 24/19 Q1019,M
SBGR,2025-01-19 16:00,87.80,68.00,51.98,280.00,13.00,0.00,29.94,M,6.21,M,SCT,FEW,M,M,5000.00,5000.00,M,M,M,M,M,M,M,M,M,91.43,SBGR 191600Z 28013KT 9999 SCT050 FEW050TCU 31/20 Q1014,M
SBGR,2025-01-19 17:00,87.80,68.00,51.98,280.00,9.00,0.00,29.94,M,6.21,M,SCT,FEW,M,M,4500.00,4500.00,M,M,M,M,M,M,M,M,M,91.43,SBGR 191700Z 28009KT 9999 SCT045 FEW045TCU 31/20 Q1014,M
SBAN,2025-01-19 17:00,77.00,62.60,61.13,350.00,4.00,0.00,30.09,M,6.21,M,SCT,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,77.00,SBAN 191700Z 35004KT 9999 SCT030 25/17 Q1019,M
SBAN,2025-01-19 18:00,77.00,68.00,73.78,340.00,7.00,0.00,30.09,M,6.21,M,SCT,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,77.00,SBAN 191800Z 34007KT 9999 SCT030 25/20 Q1019,M
SBGR,2025-01-19 18:00,87.80,68.00,51.98,300.00,7.00,0.00,29.91,M,6.21,M,FEW,BKN,M,M,4500.00,10000.00,M,M,M,M,M,M,M,M,M,91.43,SBGR 191800Z 30007KT 9999 FEW045TCU BKN100 31/20 Q1013,M
SBGR,2025-01-19 19:00,87.80,69.80,55.29,290.00,11.00,0.00,29.88,M,6.21,M,FEW,BKN,M,M,4500.00,10000.00,M,M,M,M,M,M,M,M,M,92.71,SBGR 191900Z 29011KT 9999 FEW045TCU BKN100 31/21 Q1012,M
SBAN,2025-01-19 19:00,78.80,64.40,61.36,320.00,5.00,0.00,30.06,M,6.21,M,SCT,FEW,M,M,3000.00,4000.00,M,M,M,M,M,M,M,M,M,78.80,SBAN 191900Z 32005KT 9999 SCT030 FEW040TCU 26/18 Q1018,M
SBAN,2025-01-19 20:00,77.00,64.40,65.12,330.00,5.00,0.00,30.03,M,6.21,M,SCT,FEW,M,M,3000.00,4000.00,M,M,M,M,M,M,M,M,M,77.00,SBAN 192000Z 33005KT 9999 SCT030 FEW040TCU 25/18 Q1017,M
SBGR,2025-01-19 20:00,87.80,64.40,45.88,30.00,9.00,0.00,29.91,M,6.21,M,FEW,FEW,BKN,M,3000.00,4500.00,8000.00,M,VCTS,M,M,M,M,M,M,89.33,SBGR 192000Z 03009KT 9999 VCTS FEW030 FEW045CB BKN080 31/18 Q1013,M
SBGR,2025-01-19 21:00,84.20,68.00,58.32,350.00,9.00,0.00,29.91,M,6.21,M,FEW,FEW,BKN,M,3000.00,4500.00,8000.00,M,VCTS,M,M,M,M,M,M,87.40,SBGR 192100Z 35009KT 9999 VCTS FEW030 FEW045CB BKN080 29/20 Q1013,M
SBAN,2025-01-19 21:00,77.00,64.40,65.12,290.00,3.00,0.00,30.03,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,77.00,SBAN 192100Z 29003KT 9999 FEW030 25/18 Q1017,M
SBGR,2025-01-19 22:00,78.80,71.60,78.62,160.00,7.00,0.00,29.91,M,6.21,M,FEW,BKN,M,M,4500.00,8000.00,M,M,M,M,M,M,M,M,M,78.80,SBGR 192200Z 16007KT 9999 FEW045TCU BKN080 26/22 Q1013,M
SBAN,2025-01-19 22:00,71.60,66.20,83.09,340.00,2.00,0.00,30.03,M,6.21,M,FEW,FEW,M,M,3000.00,3500.00,M,M,M,M,M,M,M,M,M,71.60,SBAN 192200Z 34002KT 9999 FEW030 FEW035TCU 22/19 Q1017,M
SBGR,2025-01-19 23:00,77.00,68.00,73.78,60.00,9.00,0.00,29.94,M,6.21,M,FEW,BKN,M,M,4500.00,10000.00,M,M,VCTS,M,M,M,M,M,M,77.00,SBGR 192300Z 06009KT 9999 VCTS FEW045CB BKN100 25/20 Q1014,M
SBAN,2025-01-19 23:00,69.80,68.00,94.01,320.00,1.00,0.00,30.03,M,6.21,M,FEW,FEW,M,M,3000.00,3500.00,M,M,VCTS,M,M,M,M,M,M,69.80,SBAN 192300Z 32001KT 9999 VCTS FEW030 FEW035CB 21/20 Q1017,M
SBGR,2025-01-20 00:00,77.00,69.80,78.48,60.00,7.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,SBGR 200000Z 06007KT CAVOK 25/21 Q1014,M
SBAN,2025-01-20 00:00,69.80,68.00,94.01,330.00,2.00,0.00,30.06,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,69.80,SBAN 200000Z 33002KT 9999 FEW030 21/20 Q1018,M
SBAN,2025-01-20 01:00,66.20,66.20,100.00,0.00,0.00,0.00,30.06,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,66.20,SBAN 200100Z 00000KT 9999 FEW030 19/19 Q1018,M
SBGR,2025-01-20 01:00,75.20,68.00,78.34,60.00,7.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,SBGR 200100Z 06007KT CAVOK 24/20 Q1015,M
SBAN,2025-01-20 02:00,68.00,66.20,93.97,170.00,4.00,0.00,30.12,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,68.00,SBAN 200200Z 17004KT 9999 FEW030 20/19 Q1020,M
SBGR,2025-01-20 02:00,77.00,69.80,78.48,340.00,3.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,SBGR 200200Z 34003KT CAVOK 25/21 Q1016,M
SBAN,2025-01-20 03:00,82.40,64.40,54.55,200.00,2.00,0.00,30.12,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,83.98,SBAN 200300Z 20002KT 9999 FEW030 28/18 Q1020,M
SBGR,2025-01-20 03:00,75.20,69.80,83.32,350.00,3.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,SBGR 200300Z 35003KT CAVOK 24/21 Q1015,M
SBGR,2025-01-20 04:00,75.20,68.00,78.34,340.00,3.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,SBGR 200400Z 34003KT CAVOK 24/20 Q1015,M
SBAN,2025-01-20 04:00,66.20,66.20,100.00,340.00,3.00,0.00,30.06,M,6.21,M,SCT,BKN,M,M,1000.00,10000.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 200400Z 34003KT 9999 SCT010 BKN100 19/19 Q1018,M
SBGR,2025-01-20 05:00,73.40,68.00,83.21,0.00,0.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,SBGR 200500Z 00000KT CAVOK 23/20 Q1014,M
SBAN,2025-01-20 05:00,64.40,64.40,100.00,320.00,2.00,0.00,30.03,M,6.21,M,SCT,BKN,M,M,800.00,10000.00,M,M,M,M,M,M,M,M,M,64.40,SBAN 200500Z 32002KT 9999 SCT008 BKN100 18/18 Q1017,M
SBGR,2025-01-20 06:00,73.40,68.00,83.21,10.00,7.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,SBGR 200600Z 01007KT CAVOK 23/20 Q1014,M
SBAN,2025-01-20 06:00,64.40,64.40,100.00,360.00,2.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,64.40,SBAN 200600Z 36002KT 9999 FEW010 18/18 Q1018,M
SBGR,2025-01-20 07:00,71.60,68.00,88.43,130.00,2.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,SBGR 200700Z 13002KT CAVOK 22/20 Q1014,M
SBAN,2025-01-20 07:00,64.40,62.60,93.88,320.00,3.00,0.00,30.06,M,6.21,M,SCT,BKN,M,M,1000.00,10000.00,M,M,M,M,M,M,M,M,M,64.40,SBAN 200700Z 32003KT 9999 SCT010 BKN100 18/17 Q1018,M
SBAN,2025-01-20 08:00,64.40,64.40,100.00,330.00,3.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,64.40,SBAN 200800Z 33003KT 9999 FEW015 18/18 Q1018,M
SBGR,2025-01-20 08:00,71.60,66.20,83.09,340.00,2.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,SBGR 200800Z 34002KT CAVOK 22/19 Q1014,M
SBAN,2025-01-20 09:00,64.40,64.40,100.00,320.00,1.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,SBAN 200900Z 32001KT CAVOK 18/18 Q1019,M
SBGR,2025-01-20 09:00,73.40,66.20,78.19,320.00,5.00,0.00,29.94,M,6.21,M,FEW,SCT,M,M,4000.00,7000.00,M,M,M,M,M,M,M,M,M,73.40,SBGR 200900Z 32005KT 9999 FEW040 SCT070 23/19 Q1014,M
SBAN,2025-01-20 10:00,68.00,68.00,100.00,330.00,3.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,SBAN 201000Z 33003KT CAVOK 20/20 Q1020,M
SBGR,2025-01-20 10:00,75.20,66.20,73.61,300.00,5.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,SBGR 201000Z 30005KT CAVOK 24/19 Q1015,M
SBGR,2025-01-20 11:00,75.20,68.00,78.34,330.00,5.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,SBGR 201100Z 33005KT CAVOK 24/20 Q1016,M
SBAN,2025-01-20 11:00,69.80,66.20,88.34,330.00,5.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,SBAN 201100Z 33005KT CAVOK 21/19 Q1020,M
SBGR,2025-01-20 12:00,80.60,66.20,61.58,290.00,10.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.75,SBGR 201200Z 29010KT CAVOK 27/19 Q1016,M
SBAN,2025-01-20 12:00,75.20,64.40,69.14,340.00,6.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,SBAN 201200Z 34006KT CAVOK 24/18 Q1021,M
SBAN,2025-01-20 13:00,75.20,64.40,69.14,340.00,6.00,0.00,30.15,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,75.20,SBAN 201300Z 34006KT 9999 FEW015 24/18 Q1021,M
